Date,Inflation
9/9/78,8.472553699284013
9/10/78,8.493328994
9/11/78,8.514099783080265
9/12/78,8.534866066587131
9/13/78,8.555627846
9/14/78,8.576385124146135
9/15/78,8.597137901127505
9/16/78,8.617886178861788
9/17/78,8.638629959
9/18/78,8.659369242440661
9/19/78,8.680104031209357
9/20/78,8.700834326579265
9/21/78,8.721560130010818
9/22/78,8.742281443
9/23/78,8.762998266897748
9/24/78,8.783710603270855
9/25/78,8.804418454
9/26/78,8.825121819166215
9/27/78,8.845820701602403
9/28/78,8.866515102
9/29/78,8.887205023
9/30/78,8.907890464335955
10/1/78,8.928571429
10/2/78,8.927168962
10/3/78,8.925766935399416
10/4/78,8.924365349384967
10/5/78,8.922964203474981
10/6/78,8.921563497
10/7/78,8.920163231139489
10/8/78,8.918763404299845
10/9/78,8.917364016736396
10/10/78,8.915965068242437
10/11/78,8.914566558611291
10/12/78,8.913168487636568
10/13/78,8.911770855111856
10/14/78,8.910373660830917
10/15/78,8.908976904587739
10/16/78,8.907580586
10/17/78,8.906184705390707
10/18/78,8.904789262025382
